1|0.591309997439385
2|0.598390001058579
3|0.64733000099659
4|0.689540004730225
5|0.723940008878708
6|0.723130005598068
7|0.741839998960495
8|0.742119997739792
9|0.748480004072189
10|0.755729997158051
11|0.755479991436005
12|0.757822228802575
13|0.76851249486208
14|0.771749995648861
15|0.766850009560585
16|0.775624997913837
17|0.772699996829033
18|0.77004998922348
19|0.775850005447865
20|0.774224989116192
21|0.775062501430511
22|0.77981249243021
23|0.785737507045269
24|0.782412499189377
25|0.789975002408028
26|0.789975002408028
27|0.78973750025034
28|0.80725714138576
29|0.82424999276797
30|0.830800006786982
31|0.827150007088979
32|0.826916664838791
33|0.833050002654394
34|0.823600004116694
35|0.836000005404154
36|0.827583332856496
37|0.832033346096675
38|0.830833335717519
39|0.838183323542277
40|0.835883339246114
41|0.834249993165334
42|0.828733334938685
43|0.838433335224787
44|0.839749991893768
45|0.843749990065893
46|0.837033341328303
47|0.83938334385554
48|0.844649990399679
49|0.845850000778834
50|0.844599992036819
